MSSV,MaHocPhan,HocPhan,TinChi,NhomHoc,Khoa,GPA_TichLuy,TinChiTichLuy,DiemQuaTrinh,ChuyenCan,TruyCapLMS,TyLeNopDungHan,DiemRenLuyen,GioTuHoc,DiemCuoiKy,NguyCo
SV20210094,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.1,117,7.9,86.0,17,100.0,77,5.9,7.8,0
SV20210094,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.1,117,7.3,85.2,8,83.5,66,9.3,5.8,0
SV20210094,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.1,117,7.4,84.4,14,98.9,96,8.4,6.2,0
SV20210094,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.1,117,5.2,82.5,14,84.9,87,6.6,4.5,1
SV20210095,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.3,80,10.0,91.8,12,89.0,81,6.4,8.2,0
SV20210095,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.3,80,9.1,81.8,15,100.0,78,10.1,7.5,0
SV20210095,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.3,80,9.8,89.0,19,97.0,88,6.6,10.0,0
SV20210095,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.3,80,9.2,89.8,12,74.0,86,6.7,8.0,0
SV20210096,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,80,6.9,81.6,12,90.1,58,7.4,7.2,0
SV20210096,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,80,6.7,89.0,7,100.0,63,7.5,7.4,0
SV20210096,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,80,6.7,72.4,10,83.1,75,5.2,5.6,0
SV20210096,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,80,5.4,73.4,7,84.0,65,2.4,4.7,1
SV20210097,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.5,53,6.7,85.3,5,76.2,69,1.8,5.7,0
SV20210097,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.5,53,6.6,78.7,6,68.9,58,5.0,5.6,0
SV20210097,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.5,53,6.4,70.3,2,83.4,63,3.9,5.8,0
SV20210097,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.5,53,5.6,84.4,8,86.3,67,6.8,5.7,0
SV20210098,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.4,86,7.5,65.5,7,100.0,78,6.3,6.8,0
SV20210098,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.4,86,7.7,80.2,1,87.4,75,0.0,5.6,0
SV20210098,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.4,86,6.5,79.5,10,84.3,78,6.0,8.7,0
SV20210098,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.4,86,7.8,99.1,9,80.4,73,7.3,8.5,0
SV20210099,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,1.7,50,6.9,82.2,14,87.2,62,3.0,5.4,0
SV20210099,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,1.7,50,6.3,72.4,10,85.2,65,4.3,6.2,0
SV20210099,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,1.7,50,6.9,67.4,5,65.8,57,5.7,6.0,0
SV20210099,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,1.7,50,4.8,76.3,11,93.9,72,7.5,5.5,0
SV20210100,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,3.3,85,8.6,90.1,17,93.9,80,9.6,8.8,0
SV20210100,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,3.3,85,7.7,94.7,18,100.0,83,9.8,6.6,0
SV20210100,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,3.3,85,6.9,80.1,18,82.9,95,10.9,6.0,0
SV20210100,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,3.3,85,8.0,96.7,8,84.4,89,11.1,7.7,0
SV20210101,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.7,74,9.0,88.5,13,82.6,81,7.8,7.7,0
SV20210101,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.7,74,9.4,88.4,13,96.4,82,8.1,8.4,0
SV20210101,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.7,74,7.5,83.4,6,91.4,78,10.7,8.4,0
SV20210101,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.7,74,8.6,80.7,14,87.7,87,10.6,6.9,0
SV20210102,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.5,72,6.9,91.6,12,90.6,72,3.2,6.9,0
SV20210102,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.5,72,6.0,75.7,9,92.3,79,7.0,4.1,1
SV20210102,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.5,72,6.3,80.0,15,71.4,63,4.6,5.1,0
SV20210102,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.5,72,5.9,58.8,9,93.9,73,4.1,5.1,0
SV20210103,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.7,109,6.1,74.1,8,76.9,76,4.8,5.7,0
SV20210103,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.7,109,6.0,85.8,14,80.2,78,4.6,5.8,0
SV20210103,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.7,109,8.0,89.3,10,89.4,86,6.2,6.5,0
SV20210103,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.7,109,7.2,74.8,10,73.1,77,6.7,7.3,0
SV20210104,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.5,66,6.1,75.7,6,67.8,72,5.9,5.8,0
SV20210104,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.5,66,6.5,73.0,8,80.0,63,3.7,6.5,0
SV20210104,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.5,66,7.6,88.4,7,74.2,68,4.6,8.0,0
SV20210104,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.5,66,5.2,76.6,15,72.8,66,0.9,4.1,1
SV20210105,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,2.8,58,7.6,80.2,7,80.1,67,6.1,7.9,0
SV20210105,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,2.8,58,7.1,85.0,15,84.0,72,3.7,6.2,0
SV20210105,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,2.8,58,6.9,89.3,3,79.0,76,6.0,7.9,0
SV20210105,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,2.8,58,6.0,72.6,6,76.0,84,4.4,2.7,1
SV20210106,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,53,6.7,87.6,9,83.8,70,3.7,5.4,0
SV20210106,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,53,7.0,79.7,8,83.0,83,4.1,6.3,0
SV20210106,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,53,6.2,82.9,12,89.6,62,6.9,6.8,0
SV20210106,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,53,9.2,90.2,6,80.2,74,7.2,7.7,0
SV20210107,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.8,89,9.0,85.1,11,91.0,80,7.5,4.9,1
SV20210107,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.8,89,8.5,74.7,11,77.8,77,7.0,5.3,0
SV20210107,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.8,89,8.9,79.6,10,78.1,80,8.2,8.0,0
SV20210107,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.8,89,7.3,83.6,13,87.0,75,7.9,5.6,0
SV20210108,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,3.8,132,9.5,100.0,18,90.0,93,9.1,8.3,0
SV20210108,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,3.8,132,9.3,100.0,23,100.0,96,12.2,9.1,0
SV20210108,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,3.8,132,10.0,98.1,14,90.4,98,16.0,9.9,0
SV20210108,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,3.8,132,10.0,97.7,11,100.0,77,10.8,9.4,0
SV20210109,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.1,36,5.7,67.3,12,64.4,74,4.0,4.3,1
SV20210109,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.1,36,4.7,67.9,4,80.0,58,1.7,2.7,1
SV20210109,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.1,36,5.3,60.1,13,77.7,68,4.5,4.9,1
SV20210109,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.1,36,6.8,84.4,5,63.7,62,6.3,7.0,0
SV20210110,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.8,76,6.1,89.8,12,88.2,71,6.9,5.4,0
SV20210110,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.8,76,6.6,85.5,4,73.4,63,5.9,7.0,0
SV20210110,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.8,76,8.7,87.4,11,98.3,84,7.6,7.0,0
SV20210110,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.8,76,7.1,81.0,8,79.3,53,8.2,6.9,0
SV20210111,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.5,46,6.8,65.6,8,75.7,80,5.0,5.9,0
SV20210111,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.5,46,5.3,74.1,9,85.0,77,6.5,6.0,0
SV20210111,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.5,46,6.9,80.9,5,82.3,71,6.8,5.2,0
SV20210111,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.5,46,5.7,60.8,5,68.7,68,4.3,6.3,0
SV20210112,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.8,90,9.1,99.5,19,100.0,70,9.0,8.1,0
SV20210112,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.8,90,8.6,86.9,7,86.7,73,8.7,6.9,0
SV20210112,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.8,90,9.4,87.1,17,92.4,75,10.8,9.8,0
SV20210112,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.8,90,8.2,89.3,22,89.5,79,10.3,7.7,0
SV20210113,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,75,9.5,88.5,11,93.4,80,10.0,7.6,0
SV20210113,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,75,7.7,90.5,11,97.2,81,7.4,6.9,0
SV20210113,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.0,75,9.6,81.5,15,91.8,65,7.3,7.7,0
SV20210113,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,75,8.4,98.1,10,94.9,77,8.4,7.0,0
SV20210114,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,9.2,82.1,12,92.5,87,4.7,6.2,0
SV20210114,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,8.0,84.0,15,100.0,75,7.1,7.5,0
SV20210114,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,8.2,80.8,16,71.0,81,7.7,9.3,0
SV20210114,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,8.1,89.3,12,98.6,89,7.7,6.3,0
SV20210115,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,1.9,35,5.9,79.3,8,62.7,76,4.9,4.2,1
SV20210115,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,1.9,35,5.8,73.2,10,81.6,50,3.7,4.1,1
SV20210115,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,1.9,35,6.3,68.3,9,89.6,73,7.0,6.5,0
SV20210115,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,1.9,35,5.2,58.3,8,79.4,69,3.8,4.8,1
SV20210116,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.9,70,9.2,84.6,12,67.2,83,9.6,6.9,0
SV20210116,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.9,70,7.0,83.0,11,86.7,66,3.9,5.0,0
SV20210116,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.9,70,8.0,85.3,9,86.0,86,6.0,7.4,0
SV20210116,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.9,70,6.8,76.7,17,81.2,59,5.4,4.3,1
SV20210117,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.3,95,8.8,80.5,19,92.1,77,8.8,9.5,0
SV20210117,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.3,95,9.4,87.5,8,98.3,77,8.0,8.3,0
SV20210117,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.3,95,8.6,85.2,15,82.4,83,7.5,6.9,0
SV20210117,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.3,95,7.5,79.2,14,95.9,88,13.5,5.9,0
SV20210118,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.1,64,6.8,83.2,9,82.9,70,3.7,5.0,0
SV20210118,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.1,64,7.4,68.8,7,85.1,64,2.3,6.4,0
SV20210118,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.1,64,7.1,79.9,5,91.2,78,5.4,7.8,0
SV20210118,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.1,64,6.7,84.5,8,71.7,62,7.8,6.9,0
SV20210119,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.2,99,7.0,73.2,10,71.6,70,4.9,5.5,0
SV20210119,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.2,99,7.3,97.2,19,74.2,78,9.7,8.1,0
SV20210119,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.2,99,7.2,74.1,9,79.9,76,7.9,7.1,0
SV20210119,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.2,99,7.2,73.0,4,85.2,62,5.8,6.7,0
SV20210120,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.9,108,8.4,67.7,8,84.9,73,6.1,7.8,0
SV20210120,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.9,108,7.8,96.1,8,93.0,66,6.6,6.8,0
SV20210120,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.9,108,7.6,84.4,15,95.0,77,5.3,6.4,0
SV20210120,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.9,108,7.0,93.4,11,76.8,88,7.2,8.2,0
SV20210121,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.7,124,8.7,85.1,12,100.0,81,9.8,9.7,0
SV20210121,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.7,124,8.2,100.0,9,100.0,86,9.5,8.1,0
SV20210121,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.7,124,10.0,100.0,19,84.1,61,11.4,10.0,0
SV20210121,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.7,124,9.8,87.2,20,94.2,96,10.1,7.1,0
SV20210122,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.5,47,7.7,100.0,12,77.3,63,7.3,7.2,0
SV20210122,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.5,47,5.1,69.1,9,58.0,68,4.3,4.0,1
SV20210122,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.5,47,7.5,73.8,4,96.1,64,3.3,5.8,0
SV20210122,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.5,47,6.3,67.7,12,84.0,60,7.1,5.0,0
SV20210123,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,3.2,96,7.5,83.6,13,92.4,77,7.8,6.2,0
SV20210123,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,3.2,96,8.1,96.9,11,96.9,78,8.3,6.3,0
SV20210123,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,3.2,96,9.7,91.1,13,100.0,76,2.6,8.6,0
SV20210123,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,3.2,96,9.4,100.0,17,89.4,65,7.5,7.2,0
SV20210124,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.9,84,8.2,93.3,18,100.0,80,10.3,7.2,0
SV20210124,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.9,84,7.2,85.1,9,82.8,74,6.8,7.1,0
SV20210124,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.9,84,9.3,92.5,11,96.0,77,4.0,6.9,0
SV20210124,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.9,84,8.4,93.7,9,86.8,79,7.7,7.3,0
SV20210125,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,2.2,45,6.2,88.2,10,74.8,66,5.1,8.2,0
SV20210125,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,2.2,45,5.6,75.7,9,77.1,63,2.8,3.9,1
SV20210125,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,2.2,45,7.1,81.1,5,77.4,72,4.3,5.6,0
SV20210125,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,2.2,45,5.9,92.7,4,63.8,71,5.0,8.0,0
SV20210126,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,1.8,59,5.4,74.1,3,76.3,50,3.8,5.7,0
SV20210126,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,1.8,59,6.0,78.0,11,90.4,54,3.7,3.2,1
SV20210126,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,1.8,59,5.0,73.7,7,61.5,63,3.8,6.1,0
SV20210126,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,1.8,59,3.9,72.4,6,67.2,62,0.8,3.3,1
SV20210127,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,1.7,49,7.3,86.9,1,88.9,79,6.6,7.0,0
SV20210127,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,1.7,49,5.5,67.7,11,70.5,52,3.1,6.4,0
SV20210127,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,1.7,49,6.0,64.2,13,53.8,71,0.0,5.4,0
SV20210127,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,1.7,49,6.0,59.5,6,71.9,53,2.7,6.5,0
SV20210128,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,3.0,80,9.2,92.8,16,96.3,69,8.3,7.8,0
SV20210128,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,3.0,80,8.1,87.8,16,83.0,80,7.0,4.9,1
SV20210128,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,3.0,80,8.1,87.8,10,85.5,78,6.1,6.8,0
SV20210128,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,3.0,80,7.3,81.6,16,86.4,82,5.6,6.1,0
SV20210129,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.3,122,9.6,83.7,9,95.2,84,11.7,10.0,0
SV20210129,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.3,122,7.1,91.5,12,78.3,82,8.6,7.6,0
SV20210129,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.3,122,8.9,100.0,8,85.9,82,8.0,8.1,0
SV20210129,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.3,122,10.0,93.8,13,100.0,89,9.1,9.3,0
SV20210130,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.2,105,8.6,94.8,14,100.0,85,6.8,7.8,0
SV20210130,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.2,105,9.4,97.7,9,86.5,79,8.6,8.2,0
SV20210130,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.2,105,8.6,84.0,18,84.8,95,9.6,7.0,0
SV20210130,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.2,105,9.2,94.2,14,89.6,93,7.3,9.0,0
SV20210131,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,2.2,34,3.6,69.5,7,64.6,87,3.8,4.4,1
SV20210131,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,2.2,34,5.6,77.2,10,58.0,60,2.5,5.2,0
SV20210131,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,2.2,34,5.3,66.4,6,80.1,69,0.0,6.7,0
SV20210131,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,2.2,34,4.2,69.7,6,74.2,69,4.0,4.4,1
SV20210132,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.4,56,6.9,93.4,9,74.1,61,7.2,4.9,1
SV20210132,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.4,56,6.8,85.8,5,96.6,63,7.3,7.9,0
SV20210132,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.4,56,7.9,70.9,3,83.1,73,6.4,5.7,0
SV20210132,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.4,56,7.1,79.9,13,64.4,88,5.0,4.3,1
SV20210133,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,3.3,116,8.9,93.6,13,88.9,81,7.8,8.2,0
SV20210133,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,3.3,116,6.7,88.3,12,86.4,100,8.3,7.0,0
SV20210133,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,3.3,116,9.4,100.0,19,99.4,98,10.5,8.2,0
SV20210133,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,3.3,116,9.0,99.1,18,79.1,73,9.1,8.9,0
SV20210134,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.4,66,6.3,76.1,7,81.0,71,5.5,4.5,1
SV20210134,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.4,66,6.9,77.3,6,74.2,86,5.9,5.1,0
SV20210134,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.4,66,7.2,68.4,5,81.2,58,5.0,8.8,0
SV20210134,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.4,66,7.5,70.3,13,87.5,77,8.0,6.1,0
SV20210135,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.3,88,6.5,66.6,4,87.1,66,4.8,7.6,0
SV20210135,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.3,88,7.1,72.7,11,70.2,57,3.9,5.8,0
SV20210135,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.3,88,6.3,86.3,14,72.1,71,4.0,6.7,0
SV20210135,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.3,88,7.2,85.4,3,82.3,62,7.0,7.7,0
SV20210136,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.8,88,9.3,97.7,12,87.9,86,6.6,9.1,0
SV20210136,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.8,88,6.0,72.0,6,92.2,75,10.6,5.3,0
SV20210136,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.8,88,7.6,84.6,6,77.6,75,7.4,8.1,0
SV20210136,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.8,88,7.6,88.8,10,82.5,91,8.3,7.0,0
SV20210137,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,2.1,75,6.4,66.4,12,80.6,74,6.0,4.2,1
